Date,strategy_name,y_actual_MLP,y_pred_MLP,y_actual_SGD,y_pred_SGD,y_actual_ABR,y_pred_ABR
2022-08-01,L_EURUSD_S32_1_9529041_FA929DA9,0.0,1.8128846365650286,0.0,0.9072804184454457,0.0,2.0
2022-08-01,L_EURUSD_S32_2_2999345_8D98723E,0.0,-0.12312272518445652,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S32_2_4224289_FD585161,0.0,-0.01920483982946929,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S32_2_4602819_51C88649,0.0,0.1766392967791943,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S32_2_9737662_670B1C00,0.0,-0.23571222139409673,0.0,0.03510189854634418,0.0,0.0
2022-08-01,L_EURUSD_S40_0_154098_AC5C4907,0.0,0.1674031922819012,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_0_1573310_4A6BC3F7,0.0,-0.36000033446304125,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_0_1652066_086733F1,0.0,-0.8183752908477114,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_1_1560133_C006CB0E,0.0,-0.28469687166035856,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_1_2021494_EBF286EB,0.0,-0.0909798035754032,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_1_2132828_63A45C87,0.0,0.1637494894666324,0.0,0.0017415719908029641,0.0,0.0
2022-08-01,L_EURUSD_S40_1_309154_BCC61E94,0.0,-0.08939762319007824,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_2_1588480_40836665,0.0,-0.3201988788894217,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_2_2686210_3B21DE4C,0.0,-0.1257628682580429,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_1006798_B2F13172,0.0,0.10817079203830211,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_1464010_33F517BA,0.0,-0.021056299189977253,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_2003625_474C5467,0.0,-0.283708505565873,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_2293618_E736654E,0.0,-0.0354983172456902,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_2329135_07A623F3,0.0,-0.21374531249421747,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_2590923_2CF7B5E9,0.0,4.105455256107117,0.0,3.7592529231801293,0.0,6.0
2022-08-01,L_EURUSD_S40_3_2605289_E2A4C437,0.0,-0.25687469345975994,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_2710137_AF6280D9,0.0,-0.43064123746528343,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_299824_2BB2658A,0.0,0.04355548655294841,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_320272_20B3B02A,0.0,-0.0985972285498304,0.0,0.00015436705611410184,0.0,0.0
2022-08-01,L_EURUSD_S40_3_390976_6932F7FF,0.0,0.22133423657066598,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_3_630091_CBB03EA1,0.0,4.067998400668983,0.0,0.03479926429772346,0.0,0.0
2022-08-01,L_EURUSD_S40_4_10593_E8471C8F,0.0,0.10527611399206727,0.0,0.001338868546589738,0.0,0.0
2022-08-01,L_EURUSD_S40_4_1109429_640499FD,0.0,-0.6964426731114287,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_4_1161391_1A8E287E,0.0,0.11478935131365846,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_4_1749569_FBBD71EC,0.0,-0.4245134827363623,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_4_1953775_B1A4F58D,0.0,-0.5311923966277958,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_4_2336802_726430E8,0.0,-0.25212303966051236,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S40_4_2452882_AE0270FD,0.0,-0.2832549072570789,0.0,0.0026457229397264075,0.0,0.0
2022-08-01,L_EURUSD_S40_4_614296_DE69D55D,0.0,-0.11047810120296897,0.0,0.0,0.0,0.0
2022-08-01,L_GBPUSD_S30_2_184556_39B984AC,0.0,0.12003428824266114,0.0,0.11177514314759059,0.0,0.0
2022-08-01,L_GBPUSD_S30_2_580890_F34C951A,0.0,0.1376329265328632,0.0,-0.0027082907605701515,0.0,4.0
2022-08-01,L_GBPUSD_S30_4_697060_FDF8C4AF,0.0,-0.15847513417998915,0.0,0.0,0.0,0.0
2022-08-01,L_GBPUSD_S34_1_4050495_1CCF17C8,0.0,-1.0193224587160568,0.0,-0.03128025558714635,0.0,0.0
2022-08-01,L_GBPUSD_S34_2_1227018_49061A95,0.0,-0.05868935266085208,0.0,0.09645077843598067,0.0,0.0
2022-08-01,L_GBPUSD_S34_2_5779463_26F91AAB,0.0,-0.4629883663778568,0.0,0.0,0.0,0.0
2022-08-01,L_GBPUSD_S34_2_8186248_D8E98BBC,0.0,-0.09449437466534065,0.0,0.0,0.0,0.0
